ledger_version,viewer_key,wave,operational_domain,catalog_generation,grade_code,title_core,documentary_disposition,retention_class,tracking_issue,source_ready,relation_type,canonical_processing_viewer_key,is_canonical_processing_object,declared_positions,canonical_source_pages,persistent_unresolved_source_gaps,ftrl_status,ftrl_run_id,ftrl_commit,corpus_ready,ocr_available,text_verified,semantic_ready,archival_status,preservation_run_id,archive_destination_logical,interpretive_limit
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P3MA011,W10,integrados_multiarea,1960,3,"MI LIBRO, SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1960P3MA011,1,195,194,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P3MA012,W10,integrados_multiarea,1960,3,"MI CUADERNO DE TRABAJO, SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1960P3MA012,1,219,218,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4ES013,W3,espanol_lengua,1960,4,MI LIBRO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1960P4ES013,1,129,128,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4ES014,W10,integrados_multiarea,1960,4,"MI CUADERNO DE TRABAJO, PRIMERA PARTE. LENGUA NACIONAL Y ESCRITURA. HISTORIA Y CIVISMO",required_ftrl_processing,,,full,direct_canonical,H1960P4ES014,1,235,234,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4GE015,W6,geografia_atlas,1960,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1960P4GE015,1,67,66,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4GE016,W6,geografia_atlas,1960,4,MI LIBRO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1960P4GE016,1,131,130,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4HI017,W10,integrados_multiarea,1960,4,MI LIBRO DE HISTORIA Y CIVISMO,required_ftrl_processing,,,full,direct_canonical,H1960P4HI017,1,195,194,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4MA018,W10,integrados_multiarea,1960,4,MI CUADERNO DE TRABAJO. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,required_ftrl_processing,,,full,direct_canonical,H1960P4MA018,1,155,154,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P4MA019,W10,integrados_multiarea,1960,4,MI LIBRO. SEGUNDA PARTE. ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA,required_ftrl_processing,,,full,direct_canonical,H1960P4MA019,1,211,210,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P5MA020,W10,integrados_multiarea,1960,5,"MI CUADERNO DE TRABAJO, SEGUNDA PARTE , ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1960P5MA020,1,259,258,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1960P5MA021,W10,integrados_multiarea,1960,5,"MI LIBRO, SEGUNDA PARTE ARITMÉTICA Y GEOMETRÍA. ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1960P5MA021,1,211,210,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P1ES345,W3,espanol_lengua,1966,1,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P1ES345,1,219,218,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P1ES346,W11,otros_no_clasificados,1966,1,MI LIBRO DE 1er AÑO,required_ftrl_processing,,,full,direct_canonical,H1966P1ES346,1,195,194,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P2ES347,W3,espanol_lengua,1966,2,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P2ES347,1,217,216,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P2ES348,W11,otros_no_clasificados,1966,2,MI LIBRO DE 2° AÑO,required_ftrl_processing,,,full,direct_canonical,H1966P2ES348,1,195,194,0,validated,33266902987,e46290d5f06b29d7a48a728037816e9f2cfb1bb5,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W11 — Otros y No clasificados/run_33266902987__e46290d__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W11 only; four retained identities remain documented final exceptions and excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P2MA349,W10,integrados_multiarea,1966,2,MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA,required_ftrl_processing,,,full,direct_canonical,H1966P2MA349,1,115,114,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3ES350,W3,espanol_lengua,1966,3,MI LIBRO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P3ES350,1,131,130,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3ES351,W10,integrados_multiarea,1966,3,"MI CUADERNO DE TRABAJO DE LENGUA NACIONAL, HISTORIA Y CIVISMO",required_ftrl_processing,,,full,direct_canonical,H1966P3ES351,1,211,210,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3GE352,W6,geografia_atlas,1966,3,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1966P3GE352,1,67,66,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3GE353,W6,geografia_atlas,1966,3,MI LIBRO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1966P3GE353,1,67,66,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3HI354,W10,integrados_multiarea,1966,3,MI LIBRO DE HISTORIA Y CIVISMO,required_ftrl_processing,,,full,direct_canonical,H1966P3HI354,1,131,130,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3MA355,W10,integrados_multiarea,1966,3,"MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1966P3MA355,1,219,218,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3MA356,W10,integrados_multiarea,1966,3,"MI LIBRO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1966P3MA356,1,211,210,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P3MA357,W10,integrados_multiarea,1966,3,"MI LIBRO, SEGUNDA PARTE, ARITMÉTICA Y GEOMETRIA, ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1966P3MA357,1,195,194,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4ES358,W3,espanol_lengua,1966,4,MI LIBRO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P4ES358,1,131,130,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4ES359,W10,integrados_multiarea,1966,4,"MI CUADERNO DE TRABAJO DE LENGUA NACIONAL, HISTORIA Y CIVISMO",required_ftrl_processing,,,full,direct_canonical,H1966P4ES359,1,235,234,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4GE360,W6,geografia_atlas,1966,4,MI CUADERNO DE TRABAJO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1966P4GE360,1,83,82,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4GE364,W6,geografia_atlas,1966,4,MI LIBRO DE GEOGRAFÍA,required_ftrl_processing,,,full,direct_canonical,H1966P4GE364,1,131,130,0,validated,32908105382,ae785d821e86fcd10f400280eda590b0bbc729f9,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W6 — Geografía y Atlas/run_32908105382__ae785d8__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4HI361,W10,integrados_multiarea,1966,4,MI LIBRO DE HISTORIA Y CIVISMO,required_ftrl_processing,,,full,direct_canonical,H1966P4HI361,1,193,192,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4MA362,W10,integrados_multiarea,1966,4,"MI CUADERNO DE TRABAJO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1966P4MA362,1,163,162,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P4MA363,W10,integrados_multiarea,1966,4,"MI LIBRO DE ARITMÉTICA Y GEOMETRÍA, ESTUDIO DE LA NATURALEZA",required_ftrl_processing,,,full,direct_canonical,H1966P4MA363,1,227,226,0,validated,33237844420,4d0d9a38b650383e51fa44ddbf62510784281dc2,1,1,0,0,archival_complete,private_consolidation_2026-08-29,LTMD-U1 — corpus FTRL privado/W10 — Integrados y Multiarea/run_33237844420__4d0d9a3__2026-08-29/02_CONSOLIDATED_PRIVATE,Computational/archival closure of source-admitted W10 only; H2014P1ENA remains a documented final exception and is excluded; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P5ES365,W3,espanol_lengua,1966,5,MI CUADERNO DE TRABAJO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P5ES365,1,195,194,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
LTMD_U1_FTRL_COMPLETION_LEDGER_1.0,H1966P5ES366,W3,espanol_lengua,1966,5,MI LIBRO DE LENGUA NACIONAL,required_ftrl_processing,,,full,direct_canonical,H1966P5ES366,1,211,210,0,validated,32853375619,2a55ec09124054729e9c45a2285686cf4abf8776,1,1,0,0,archival_complete,private_consolidation_2026-08-25,LTMD-U1 — corpus FTRL privado/W3 — Español y Lengua/run_32853375619__2a55ec0__2026-08-25/02_CONSOLIDATED_PRIVATE,Computational/archival closure only; OCR is not human text verification or semantic evidence.
