source_object_id,viewer_key,viewer_url,observed_at,probe_method,transport_observation,content_type_observation,http_status_observation,observed_title,reader_shell_state,asset_resolution_state,page_count_observation,source_admission_state,observation_note
CONALITEG:2026:primaria:P2MLA,P2MLA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2MLA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2PAA,P2PAA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2PAA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2PCA,P2PCA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2PCA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2PEA,P2PEA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2PEA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2SDA,P2SDA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2SDA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2TNA,P2TNA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2TNA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P2TPA,P2TPA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P2TPA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3LPM,P3LPM,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3LPM&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3MLA,P3MLA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3MLA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3PAA,P3PAA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3PAA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3PCA,P3PCA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3PCA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3PEA,P3PEA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3PEA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P3SDA,P3SDA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P3SDA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P4MLA,P4MLA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P4MLA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P4PAA,P4PAA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P4PAA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P4PCA,P4PCA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P4PCA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P4PEA,P4PEA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P4PEA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P4SDA,P4SDA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P4SDA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5LPM,P5LPM,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5LPM&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5MLA,P5MLA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5MLA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5PAA,P5PAA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5PAA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5PCA,P5PCA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5PCA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5PEA,P5PEA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5PEA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P5SDA,P5SDA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P5SDA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P6MLA,P6MLA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P6MLA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P6PAA,P6PAA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P6PAA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P6PCA,P6PCA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P6PCA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P6PEA,P6PEA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P6PEA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
CONALITEG:2026:primaria:P6SDA,P6SDA,https://libros.conaliteg.gob.mx/pdf-reader/reader.html?ciclo=2026&clave=P6SDA&nivel=primaria,2026-09-02,web_open,fetch_succeeded,text/html,not_exposed,CONALITEG - Lector de PDF's,resolved,not_observed,not_observed,not_assessed,Reader shell resolved; numeric HTTP status and internal document assets were not exposed by this observation method.
