fragment_id,page_id,book_id,catalog_generation,grade,viewer_page,fragment_sequence,candidate_type,token_count,char_count,question_mark_count,imperative_signal_count,material_signal,project_signal,experiment_signal,assessment_signal,activity_signal,text_sha256,segmenter_version,source_structure_class,classification_certainty,uncertain_boundary
U1-H1966P6CI374-VP009-F002,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,2,expository_candidate,92,490,0,0,0,0,0,0,0,293f65be9de4536bab098a6e5b6789a8499c5d96a984bcf8dd99c6e22f3f2bfb,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F003,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,3,instruction_candidate,22,116,0,1,0,0,0,0,0,a7a973b97ff92a802c0ef8c0cd02f0f376ff3d58ce71af9a468b6c6ee7b2a175,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F004,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,4,short_residual_candidate,6,33,0,0,0,0,0,0,0,ed76367c01bd074ca20f3209a5a622b27c25f7151d232cdb3bbd85fbf1b9139c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F005,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,5,question_candidate,1,2,1,0,0,0,0,0,0,5e0591b396d73072aee78029553c9a0d1bbe067400d35ff47a117225bb3e8f01,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F006,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,6,expository_candidate,27,137,0,0,0,0,0,0,0,7e9f8905c56480032e6613183e6d8e3732cd1a685f5d4376e3b6c0112c4c871a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F007,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,7,question_candidate,1,2,1,0,0,0,0,0,0,32d7d21daaac25ba54a5713203007f3112d0f99ace1675a0101d067292341bda,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F008,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,8,short_residual_candidate,5,34,0,0,0,0,0,0,0,7f39de5170d2edc4067b6679679fcb9e6f21e0aece8a8855f8fe0a7be17747be,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F009,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,9,expository_candidate,15,88,0,0,0,0,0,0,0,094135034e1be077059202c3d7c6b2cbf95fb48c087c431c1ef520c67b4e4d3f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F010,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,10,question_candidate,3,13,2,0,0,0,0,0,0,7e04c8942c9c55f94664422577a92317c48f965b982ccc3536cb1988cb15f66b,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F011,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,11,short_residual_candidate,1,2,0,0,0,0,0,0,0,e53657178cb6855ac4b2029197a64b0ce6af712b69433254ae18be74d224f991,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F012,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,12,instruction_candidate,8,50,0,1,0,0,0,0,0,a32ce61023170a896d92057a9b417a31472bfbb332e84c41dcbba4210fd749f0,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F013,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,13,question_candidate,4,31,2,0,0,0,0,0,0,2765809a2d7a274046f437e409bbabee8bb88c9349aec487470b80d342b9da5a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F014,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,14,short_residual_candidate,1,2,0,0,0,0,0,0,0,6bc54f13bea593dc5e1c8e6b16249e669d1ce99cbeac65f2a10f36e1d86f1fd4,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F015,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,15,question_candidate,5,24,2,0,0,0,0,0,0,96ecf2c2a17614e30d133cb06b16228e8582098b068f03bf81fe6309698ff4ce,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F016,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,16,short_residual_candidate,1,2,0,0,0,0,0,0,0,267c23695b6e8fc29bd88b9f5d1962d3d208fa9c2fafd974614e6ab3b84fa55c,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F017,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,17,question_candidate,5,24,2,0,0,0,0,0,0,329c7d095803d79d1afdcc0ea0a3b2c81832f1bb12a0d3ba49d049752a9706a9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F018,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,18,question_candidate,7,34,2,0,0,0,0,0,0,25a513ae27488996491dcae524e2a36c55a57fb1c6acee56842a6d1bce20b195,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F019,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,19,short_residual_candidate,1,2,0,0,0,0,0,0,0,d80edd7fb074b51d1fbf46a3dcf5cae5237ceb888dcdd8bd1b7df117d53afdc4,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F020,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,20,question_candidate,8,41,2,0,0,0,0,0,0,7218d8477df434edcf49dd87a14092eaec66dbfbfe06daf4dfa78b0b754e1bc0,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F021,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,21,short_residual_candidate,1,2,0,0,0,0,0,0,0,a50aa8b9a9806899e1d67d0d09c1ce40221cb0dffc52483e8e6da18ff1753a38,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F022,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,22,question_candidate,3,21,2,0,0,0,0,0,0,72ad71d5dedadd600149cb339511575b7d9b51c440b6ace0e81cce979c9fe1e4,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F023,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,23,short_residual_candidate,1,2,0,0,0,0,0,0,0,540dd397b2d380dcc3f59796c4facc43379929f1a3b5e6cc9a218274391b635b,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP009-F024,U1-H1966P6CI374-VP009,U1-H1966P6CI374,1966,6,9,24,question_candidate,7,42,2,0,0,0,0,0,0,7f5ae0ac2335cff608adf83edb31e29fb4d5d8ae83bc2e8c43b3abbe290c19a9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F001,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,1,short_residual_candidate,1,2,0,0,0,0,0,0,0,be651d5a8e97690fbb1fafd9b89ea7bb5458b27b1d24a449c67ca762317ac1df,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F002,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,2,instruction_candidate,2,12,0,1,0,0,0,0,0,30113e5e3ae908f291381419c759fdcdc2619fb4e549d1089c3dd87b25a596de,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F003,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,3,short_residual_candidate,9,33,0,0,0,0,0,0,0,d13f17ddb7991ff35e52447b0fde7c50ea2669a8d3326495c53e78df1db58117,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F004,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,4,short_residual_candidate,1,2,0,0,0,0,0,0,0,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F005,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,5,short_residual_candidate,1,2,0,0,0,0,0,0,0,b66628a60511bf0be81d4b24c262788237002e6dbc44dfb9cc233efc376cfaa6,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F007,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,7,short_residual_candidate,2,6,0,0,0,0,0,0,0,8a5eece884964383a6f6a213c5e763bdb9a0fa0a8d36c6dc3b1f593749ec7b97,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F008,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,8,short_residual_candidate,1,3,0,0,0,0,0,0,0,60263a314085db8ee369619db70c0db4e0d8f1b0ad722b3ee2df2d4ea5f9d2f9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F009,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,9,question_candidate,22,158,1,0,0,0,0,0,0,f467e053fa26bec8db8441ac7684d296c4a32e4abf3f310d2192229bc0c9da2f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F010,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,10,question_candidate,1,9,1,0,0,0,0,0,0,d5a1d50298e925b3774721fc58518bafc7af5aafae55619ab7b13802bbb901af,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F011,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,11,question_candidate,16,107,2,0,0,0,0,0,0,bb13e56fe3ca877d8a036a48851324218b00c004eea75dabf97d4f9bc94fa43a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F012,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,12,question_candidate,5,34,2,0,0,0,0,0,0,005733847981e69095b61a019a55b82b0c036810b2df2014490166b87d21268d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F013,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,13,question_candidate,17,102,2,0,0,0,0,0,0,08e43bbdde2b3a4b067474b450838838760de4b5473ce1f789c3c5a70b34acdd,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F014,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,14,question_candidate,8,41,2,0,0,0,0,0,0,b90067283f012e04d1cd2a58a3a76b6155753641d26325bcafd788d520180ad8,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F015,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,15,question_candidate,8,51,2,0,0,0,0,0,0,1f67438e04b3d71b67a7c4f1c84e58baa6e72c928eadf26ef5157ddf1b0036d8,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F016,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,16,question_candidate,9,40,2,0,0,0,0,0,0,cf448ae92ce0d8f00e921774759c87709bc70b775c5d8bbe84f9ea93973de5e6,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F017,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,17,question_candidate,6,42,2,0,0,0,0,0,0,4abd76b49588b4773b72a0b161a77e34e87ce6883677c03aa70fff447adecfd9,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F018,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,18,question_candidate,17,97,2,0,0,0,0,0,0,9633634323094edf504c26e628a15da1322234b3d847c4e3e9c85419c673e91a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F019,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,19,question_candidate,14,76,1,0,0,0,0,0,0,6d2cb1cfbd86c517520a54906453b9270998f687b54851d9887f2353ac4ee4cc,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP010-F020,U1-H1966P6CI374-VP010,U1-H1966P6CI374,1966,6,10,20,question_candidate,1,8,1,0,0,0,0,0,0,2eab78104764bc6bf9471b3704fbaa70f7e79795874e74266538072e80ffbe40,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F001,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,1,short_residual_candidate,1,3,0,0,0,0,0,0,0,5bc524c305ccad938fddf68f69a6c86dcb48f4725e4fbc5c1adc6948dcd8a368,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F002,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,2,question_candidate,6,44,2,0,0,0,0,0,0,707d0df5872d170dc4cc01026292d004c7a6ea183383594b4efe12e35542df1f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F003,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,3,short_residual_candidate,2,5,0,0,0,0,0,0,0,203f948aa7ad425e80431190a8f6fe23fc830c94e1361e4549fbf436adf0e238,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F004,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,4,question_candidate,10,60,2,0,0,0,0,0,0,fd59e113e6deee50295ea9b74950fcf62db5fb31ce9c2447ec544540ae9acb54,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F005,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,5,short_residual_candidate,1,3,0,0,0,0,0,0,0,352e15aaca7dcf8dec5093dacd9256df4d66ba8677558e1cbba32c709cadeece,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F006,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,6,question_candidate,5,36,2,0,0,0,0,0,0,a1fa137116dddc8bc12fafd6e91355a86a0f609830fa91f8b2ceb4785ff9667d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F007,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,7,short_residual_candidate,1,3,0,0,0,0,0,0,0,45d873d4bfdc6bbe6925297328210da8ae3312cab9052df873f350d1bb3b8a65,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F008,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,8,question_candidate,14,77,2,0,0,0,0,0,0,df3b9d90b0cd66eca8b9b35f92daf800186235bc83c4f2f53e0996561f85eae7,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F009,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,9,question_candidate,8,38,2,0,0,0,0,0,0,02167026c8fc3d1a0d55139911c57cf77937710c6136c06990aa5cfa58667620,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F010,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,10,short_residual_candidate,1,3,0,0,0,0,0,0,0,3ec1d1e80d46e73bc4cdd8ffbefd465585ac8d88692825c5572babb285e8c436,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F011,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,11,question_candidate,7,47,2,0,0,0,0,0,0,37597bcb610ae1c7b4479b01e9794760107e84a5b3d5ddf7b23013af22b25c40,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F012,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,12,short_residual_candidate,1,3,0,0,0,0,0,0,0,264c32868d21e30d036fbe28a167da2f663332a899ac6664319fdda720feab67,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F013,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,13,question_candidate,17,75,2,0,0,0,0,0,0,cdec78e124cf7637fb74f90395e5fd25a3c72d244fc710f77386b01e3079748b,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F014,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,14,short_residual_candidate,1,3,0,0,0,0,0,0,0,7b2d3fe053178a030323dd1e1a1341245aed33d222244551ce5d4c1be26541fa,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F015,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,15,question_candidate,18,101,2,1,0,0,0,0,0,b1785f03ff50fcbcf570acdd6ce1d75bc046291a003cac68269f1b88f6b204f6,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F016,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,16,question_candidate,21,109,2,1,0,0,0,0,0,4e1f0bde6d3b9f6134d3562b265af2914f576535c056e7110051239136be6808,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F017,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,17,short_residual_candidate,1,3,0,0,0,0,0,0,0,84a510185c897e25e3162cbed82a639e83a5733df0b5a08881a8e8ebbebfe47f,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F018,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,18,question_candidate,7,41,2,0,0,0,0,0,0,6949c103e8887f0cc8fd68d340e17faa723ef5fe4d58efe4a1316ad15f0653df,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F019,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,19,short_residual_candidate,10,57,0,0,0,0,0,0,0,942947a7f33c3ddbac125a1d0fbd674e17a0775d0a4b7c94149e54bc7940928a,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F020,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,20,short_residual_candidate,5,23,0,0,0,0,0,0,0,2369f928409f51ae17005a4ec23da2e2c7a359ed1e5d4f80de4dfb7c3765c64d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F021,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,21,short_residual_candidate,7,24,0,0,0,0,0,0,0,16b3d3755263cb7f04a4a96b56bacfc2eb34bc3839e0140e23bd38890ec3da93,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F022,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,22,short_residual_candidate,7,25,0,0,0,0,0,0,0,b72b0c746ee4cc991aef1978c54c841a1b28c48ed5d82be6c7d303a643f80602,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F023,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,23,short_residual_candidate,2,11,0,0,0,0,0,0,0,cd3b72f3e320a10a8f6622d5bd1fb197d44c96fdea3b5a0688218502ab725524,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F024,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,24,short_residual_candidate,5,24,0,0,0,0,0,0,0,0d9f885720be329a4a286fa657a986895017421a8e223934316e05b36bff4bb1,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F025,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,25,short_residual_candidate,4,19,0,0,0,0,0,0,0,b8f5066c1ce9f3deff657f698c3fdfead816a6e4fd933ea4ce5ad4c27222799d,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F026,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,26,short_residual_candidate,5,25,0,0,0,0,0,0,0,5605a3846ea7939cb68a2e4c2d7b3dd86649af48f835843567dc6ea003314cb2,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F027,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,27,short_residual_candidate,1,5,0,0,0,0,0,0,0,e914a8af09d571801d9fc3398a123d97f3a905e92c97688becbe3043f2e5a837,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
U1-H1966P6CI374-VP011-F028,U1-H1966P6CI374-VP011,U1-H1966P6CI374,1966,6,11,28,expository_candidate,86,413,0,0,0,0,0,0,0,d1f88020fddc78ed38d6ef465fd6d4e0f1ca99aca5d2187104aab4b72dcba682,FRAGSEG_LTMD_U1_W1_1966_0.1,textual,high,0
